Time (s),Rotation [X axis] (degrees/s),Rotation [Y axis] (degrees/s),Rotation [Z axis] (degrees/s),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Acceleration [X axis] (m/s^2),Acceleration [Y axis] (m/s^2),Acceleration [Z axis] (m/s^2),Magnetic Flux Density [X axis] (micro-Tesla),Magnetic Flux Density [Y axis] (micro-Tesla),Magnetic Flux Density [Z axis] (micro-Tesla),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),Temperature (Celcius),
105.876,7.35,14.7,22.05,8.0703,16.1406,-23.7615,-189.255,-189.158,-189.06,0.00406,0.0029,0.00174,62.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
106.276,7.42,14.84,22.26,8.22475,16.4495,-23.2981,-189.158,-189.06,-188.962,0.00406,0.0029,0.00174,62.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
106.676,7.42,14.84,22.26,8.22475,16.4495,-23.2981,-189.158,-189.06,-188.962,0.00406,0.0029,0.00174,63,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
107.076,7.49,14.98,22.47,8.38067,16.7613,-22.8303,-189.06,-188.962,-188.864,0.00406,0.0029,0.00174,63.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
107.476,7.49,14.98,22.47,8.38067,16.7613,-22.8303,-189.06,-188.962,-188.864,0.00406,0.0029,0.00174,63.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
107.876,7.49,14.98,22.47,8.38067,16.7613,-22.8303,-189.06,-188.962,-188.864,0.00406,0.0029,0.00174,63.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
108.276,7.56,15.12,22.68,8.53805,17.0761,-22.3582,-188.962,-188.864,-188.767,0.00406,0.0029,0.00174,64,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
108.676,7.56,15.12,22.68,8.53805,17.0761,-22.3582,-188.962,-188.864,-188.767,0.00406,0.0029,0.00174,64.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
109.076,7.63,15.26,22.89,8.69689,17.3938,-21.8817,-188.864,-188.767,-188.669,0.00406,0.0029,0.00174,64.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
109.476,7.63,15.26,22.89,8.69689,17.3938,-21.8817,-188.864,-188.767,-188.669,0.00406,0.0029,0.00174,64.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
109.876,7.63,15.26,22.89,8.69689,17.3938,-21.8817,-188.864,-188.767,-188.669,0.00406,0.0029,0.00174,65,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
110.276,7.7,15.4,23.1,8.8572,17.7144,-21.4008,-188.767,-188.669,-188.571,0.00406,0.0029,0.00174,65.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
110.676,7.7,15.4,23.1,8.8572,17.7144,-21.4008,-188.767,-188.669,-188.571,0.00406,0.0029,0.00174,65.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
111.076,7.77,15.54,23.31,9.01897,18.0379,-20.9154,-188.669,-188.571,-188.474,0.00406,0.0029,0.00174,65.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
111.476,7.77,15.54,23.31,9.01897,18.0379,-20.9154,-188.669,-188.571,-188.474,0.00406,0.0029,0.00174,66,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
111.876,7.77,15.54,23.31,9.01897,18.0379,-20.9154,-188.669,-188.571,-188.474,0.00406,0.0029,0.00174,66.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
112.276,7.84,15.68,23.52,9.18221,18.3644,-20.4257,-188.571,-188.474,-188.376,0.00406,0.0029,0.00174,66.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
112.676,7.84,15.68,23.52,9.18221,18.3644,-20.4257,-188.571,-188.474,-188.376,0.00406,0.0029,0.00174,66.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
113.076,7.91,15.82,23.73,9.34691,18.6938,-19.9316,-188.474,-188.376,-188.278,0.00406,0.0029,0.00174,67,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
113.476,7.91,15.82,23.73,9.34691,18.6938,-19.9316,-188.474,-188.376,-188.278,0.00406,0.0029,0.00174,67.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
113.876,7.91,15.82,23.73,9.34691,18.6938,-19.9316,-188.474,-188.376,-188.278,0.00406,0.0029,0.00174,67.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
114.276,7.98,15.96,23.94,9.51307,19.0261,-19.4331,-188.376,-188.278,-188.181,0.00406,0.0029,0.00174,67.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
114.676,7.98,15.96,23.94,9.51307,19.0261,-19.4331,-188.376,-188.278,-188.181,0.00406,0.0029,0.00174,68,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
115.076,8.05,16.1,24.15,9.6807,19.3614,-18.9303,-188.278,-188.181,-188.083,0.00406,0.0029,0.00174,68.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
115.476,8.05,16.1,24.15,9.6807,19.3614,-18.9303,-188.278,-188.181,-188.083,0.00406,0.0029,0.00174,68.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
115.876,8.05,16.1,24.15,9.6807,19.3614,-18.9303,-188.278,-188.181,-188.083,0.00406,0.0029,0.00174,68.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
116.276,8.12,16.24,24.36,9.84979,19.6996,-18.423,-188.181,-188.083,-187.985,0.00406,0.0029,0.00174,69,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
116.676,8.12,16.24,24.36,9.84979,19.6996,-18.423,-188.181,-188.083,-187.985,0.00406,0.0029,0.00174,69.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
117.076,8.19,16.38,24.57,10.0203,20.0407,-17.9113,-188.083,-187.985,-187.888,0.00406,0.0029,0.00174,69.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
117.476,8.19,16.38,24.57,10.0203,20.0407,-17.9113,-188.083,-187.985,-187.888,0.00406,0.0029,0.00174,69.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
117.876,8.19,16.38,24.57,10.0203,20.0407,-17.9113,-188.083,-187.985,-187.888,0.00406,0.0029,0.00174,70,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
118.276,8.26,16.52,24.78,10.1924,20.3847,-17.3952,-187.985,-187.888,-187.79,0.00406,0.0029,0.00174,70.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
118.676,8.26,16.52,24.78,10.1924,20.3847,-17.3952,-187.985,-187.888,-187.79,0.00406,0.0029,0.00174,70.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
119.076,8.33,16.66,24.99,10.3659,20.7317,-16.8748,-187.888,-187.79,-187.692,0.00406,0.0029,0.00174,70.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
119.476,8.33,16.66,24.99,10.3659,20.7317,-16.8748,-187.888,-187.79,-187.692,0.00406,0.0029,0.00174,71,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
119.876,8.33,16.66,24.99,10.3659,20.7317,-16.8748,-187.888,-187.79,-187.692,0.00406,0.0029,0.00174,71.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
120.276,8.4,16.8,25.2,10.5408,21.0816,-16.35,-187.79,-187.692,-187.595,0.00406,0.0029,0.00174,71.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
120.676,8.4,16.8,25.2,10.5408,21.0816,-16.35,-187.79,-187.692,-187.595,0.00406,0.0029,0.00174,71.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
121.076,8.47,16.94,25.41,10.7172,21.4344,-15.8207,-187.692,-187.595,-187.497,0.00406,0.0029,0.00174,72,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
122.454,8.54,17.08,25.62,10.8951,21.7902,-15.2871,-187.595,-187.497,-187.399,0.00406,0.0029,0.00174,72.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
122.854,8.54,17.08,25.62,10.8951,21.7902,-15.2871,-187.595,-187.497,-187.399,0.00406,0.0029,0.00174,72.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
123.254,8.61,17.22,25.83,11.0744,22.1489,-14.7491,-187.497,-187.399,-187.302,0.00406,0.0029,0.00174,72.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
123.654,8.61,17.22,25.83,11.0744,22.1489,-14.7491,-187.497,-187.399,-187.302,0.00406,0.0029,0.00174,73,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
124.054,8.68,17.36,26.04,11.2552,22.5105,-14.2067,-187.399,-187.302,-187.204,0.00406,0.0029,0.00174,73.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
124.454,8.68,17.36,26.04,11.2552,22.5105,-14.2067,-187.399,-187.302,-187.204,0.00406,0.0029,0.00174,73.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
124.854,8.68,17.36,26.04,11.2552,22.5105,-14.2067,-187.399,-187.302,-187.204,0.00406,0.0029,0.00174,73.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
125.254,8.75,17.5,26.25,11.4375,22.875,-13.6599,-187.302,-187.204,-187.106,0.00406,0.0029,0.00174,74,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
125.654,8.75,17.5,26.25,11.4375,22.875,-13.6599,-187.302,-187.204,-187.106,0.00406,0.0029,0.00174,74.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
126.054,8.82,17.64,26.46,11.6212,23.2425,-13.1087,-187.204,-187.106,-187.009,0.00406,0.0029,0.00174,74.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
126.454,8.82,17.64,26.46,11.6212,23.2425,-13.1087,-187.204,-187.106,-187.009,0.00406,0.0029,0.00174,74.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
126.854,8.82,17.64,26.46,11.6212,23.2425,-13.1087,-187.204,-187.106,-187.009,0.00406,0.0029,0.00174,75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
127.254,8.89,17.78,26.67,11.8064,23.6129,-12.5531,-187.106,-187.009,-186.911,0.00406,0.0029,0.00174,75.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
127.654,8.89,17.78,26.67,11.8064,23.6129,-12.5531,-187.106,-187.009,-186.911,0.00406,0.0029,0.00174,75.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
128.054,8.96,17.92,26.88,11.9931,-23.9862,-11.9931,-187.009,-186.911,-186.813,0.00406,0.0029,0.00174,75.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
128.454,8.96,17.92,26.88,11.9931,-23.9862,-11.9931,-187.009,-186.911,-186.813,0.00406,0.0029,0.00174,76,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
128.854,8.96,17.92,26.88,11.9931,-23.9862,-11.9931,-187.009,-186.911,-186.813,0.00406,0.0029,0.00174,76.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
129.254,9.03,18.06,27.09,12.1812,-23.6099,-11.4287,-186.911,-186.813,-186.715,0.00406,0.0029,0.00174,76.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
129.654,9.03,18.06,27.09,12.1812,-23.6099,-11.4287,-186.911,-186.813,-186.715,0.00406,0.0029,0.00174,76.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
130.054,9.1,18.2,27.3,12.3708,-23.2308,-10.86,-186.813,-186.715,-186.618,0.00406,0.0029,0.00174,77,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
130.454,9.1,18.2,27.3,12.3708,-23.2308,-10.86,-186.813,-186.715,-186.618,0.00406,0.0029,0.00174,77.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
130.854,9.1,18.2,27.3,12.3708,-23.2308,-10.86,-186.813,-186.715,-186.618,0.00406,0.0029,0.00174,77.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
131.254,9.17,18.34,27.51,12.5619,-22.8486,-10.2868,-186.715,-186.618,-186.52,0.00406,0.0029,0.00174,77.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
131.654,9.17,18.34,27.51,12.5619,-22.8486,-10.2868,-186.715,-186.618,-186.52,0.00406,0.0029,0.00174,78,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
132.054,9.24,18.48,27.72,12.7544,-22.4636,-9.70925,-186.618,-186.52,-186.422,0.00406,0.0029,0.00174,78.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
132.454,9.24,18.48,27.72,12.7544,-22.4636,-9.70925,-186.618,-186.52,-186.422,0.00406,0.0029,0.00174,78.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
132.854,9.24,18.48,27.72,12.7544,-22.4636,-9.70925,-186.618,-186.52,-186.422,0.00406,0.0029,0.00174,78.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
133.254,9.31,18.62,27.93,12.9483,-22.0757,-9.12731,-186.52,-186.422,-186.325,0.00406,0.0029,0.00174,79,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
133.654,9.31,18.62,27.93,12.9483,-22.0757,-9.12731,-186.52,-186.422,-186.325,0.00406,0.0029,0.00174,79.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
134.054,9.38,18.76,28.14,13.1438,-21.6848,-8.54098,-186.422,-186.325,-186.227,0.00406,0.0029,0.00174,79.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
134.454,9.38,18.76,28.14,13.1438,-21.6848,-8.54098,-186.422,-186.325,-186.227,0.00406,0.0029,0.00174,79.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
134.854,9.38,18.76,28.14,13.1438,-21.6848,-8.54098,-186.422,-186.325,-186.227,0.00406,0.0029,0.00174,80,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
135.254,9.45,18.9,28.35,13.3407,-21.291,-7.95025,-186.325,-186.227,-186.129,0.00406,0.0029,0.00174,80.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
135.654,9.45,18.9,28.35,13.3407,-21.291,-7.95025,-186.325,-186.227,-186.129,0.00406,0.0029,0.00174,80.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
136.054,9.52,19.04,28.56,13.5391,-20.8942,-7.35514,-186.227,-186.129,-186.032,0.00406,0.0029,0.00174,80.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
136.454,9.52,19.04,28.56,13.5391,-20.8942,-7.35514,-186.227,-186.129,-186.032,0.00406,0.0029,0.00174,81,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
136.854,9.52,19.04,28.56,13.5391,-20.8942,-7.35514,-186.227,-186.129,-186.032,0.00406,0.0029,0.00174,81.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
137.254,9.59,19.18,28.77,13.7389,-20.4945,-6.75563,-186.129,-186.032,-185.934,0.00406,0.0029,0.00174,81.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
137.654,9.59,19.18,28.77,13.7389,-20.4945,-6.75563,-186.129,-186.032,-185.934,0.00406,0.0029,0.00174,81.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
138.054,9.66,19.32,28.98,13.9402,-20.0919,-6.15173,-186.032,-185.934,-185.836,0.00406,0.0029,0.00174,82,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
138.454,9.66,19.32,28.98,13.9402,-20.0919,-6.15173,-186.032,-185.934,-185.836,0.00406,0.0029,0.00174,82.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
138.854,9.66,19.32,28.98,13.9402,-20.0919,-6.15173,-186.032,-185.934,-185.836,0.00406,0.0029,0.00174,82.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
139.254,9.73,19.46,29.19,14.143,-19.6864,-5.54344,-185.934,-185.836,-185.739,0.00406,0.0029,0.00174,82.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
139.654,9.73,19.46,29.19,14.143,-19.6864,-5.54344,-185.934,-185.836,-185.739,0.00406,0.0029,0.00174,83,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
140.054,9.8,19.6,29.4,14.3472,-19.278,-4.93075,-185.836,-185.739,-185.641,0.00406,0.0029,0.00174,83.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
140.454,9.8,19.6,29.4,14.3472,-19.278,-4.93075,-185.836,-185.739,-185.641,0.00406,0.0029,0.00174,83.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
140.854,9.8,19.6,29.4,14.3472,-19.278,-4.93075,-185.836,-185.739,-185.641,0.00406,0.0029,0.00174,83.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
141.254,9.87,19.74,29.61,14.5529,-18.8666,-4.31368,-185.739,-185.641,-185.543,0.00406,0.0029,0.00174,84,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
141.654,9.87,19.74,29.61,14.5529,-18.8666,-4.31368,-185.739,-185.641,-185.543,0.00406,0.0029,0.00174,84.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
142.054,9.94,19.88,29.82,14.76,-18.4523,-3.69221,-185.641,-185.543,-185.446,0.00406,0.0029,0.00174,84.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
142.454,9.94,19.88,29.82,14.76,-18.4523,-3.69221,-185.641,-185.543,-185.446,0.00406,0.0029,0.00174,84.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
142.854,9.94,19.88,29.82,14.76,-18.4523,-3.69221,-185.641,-185.543,-185.446,0.00406,0.0029,0.00174,85,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
143.254,10.01,20.02,30.03,14.9687,-18.035,-3.06635,-185.543,-185.446,-185.348,0.00406,0.0029,0.00174,85.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
143.654,10.01,20.02,30.03,14.9687,-18.035,-3.06635,-185.543,-185.446,-185.348,0.00406,0.0029,0.00174,85.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
144.054,10.08,20.16,30.24,15.1788,-17.6148,-2.4361,-185.446,-185.348,-185.25,0.00406,0.0029,0.00174,85.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
144.454,10.08,20.16,30.24,15.1788,-17.6148,-2.4361,-185.446,-185.348,-185.25,0.00406,0.0029,0.00174,86,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
144.854,10.08,20.16,30.24,15.1788,-17.6148,-2.4361,-185.446,-185.348,-185.25,0.00406,0.0029,0.00174,86.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
145.254,10.15,20.3,30.45,15.3903,-17.1918,-1.80145,-185.348,-185.25,-185.153,0.00406,0.0029,0.00174,86.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
145.654,10.15,20.3,30.45,15.3903,-17.1918,-1.80145,-185.348,-185.25,-185.153,0.00406,0.0029,0.00174,86.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
146.054,10.22,20.44,30.66,15.6033,-16.7657,-1.16242,-185.25,-185.153,-185.055,0.00406,0.0029,0.00174,87,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
146.454,10.22,20.44,30.66,15.6033,-16.7657,-1.16242,-185.25,-185.153,-185.055,0.00406,0.0029,0.00174,87.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
146.854,10.22,20.44,30.66,15.6033,-16.7657,-1.16242,-185.25,-185.153,-185.055,0.00406,0.0029,0.00174,87.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
147.254,10.29,20.58,30.87,15.8178,-16.3368,-0.518988,-185.153,-185.055,-184.957,0.00406,0.0029,0.00174,87.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
147.654,10.29,20.58,30.87,15.8178,-16.3368,-0.518988,-185.153,-185.055,-184.957,0.00406,0.0029,0.00174,88,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
148.054,10.36,20.72,31.08,16.0337,-15.9049,0.128832,-185.055,-184.957,-184.86,0.00406,0.0029,0.00174,88.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
148.454,10.36,20.72,31.08,16.0337,-15.9049,0.128832,-185.055,-184.957,-184.86,0.00406,0.0029,0.00174,88.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
148.854,10.36,20.72,31.08,16.0337,-15.9049,0.128832,-185.055,-184.957,-184.86,0.00406,0.0029,0.00174,88.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
149.254,10.43,20.86,31.29,16.2511,-15.4701,0.781044,-184.957,-184.86,-184.762,0.00406,0.0029,0.00174,89,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
149.654,10.43,20.86,31.29,16.2511,-15.4701,0.781044,-184.957,-184.86,-184.762,0.00406,0.0029,0.00174,89.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
150.054,10.5,21,31.5,16.47,-15.0324,1.43765,-184.86,-184.762,-184.664,0.00406,0.0029,0.00174,89.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
150.454,10.5,21,31.5,16.47,-15.0324,1.43765,-184.86,-184.762,-184.664,0.00406,0.0029,0.00174,89.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
151.829,10.57,21.14,31.71,16.6903,-14.5917,2.09864,-184.762,-184.664,-184.567,0.00406,0.0029,0.00174,90,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
152.229,10.64,21.28,31.92,16.9121,-14.1481,2.76403,-184.664,-184.567,-184.469,0.00406,0.0029,0.00174,90.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
152.629,10.64,21.28,31.92,16.9121,-14.1481,2.76403,-184.664,-184.567,-184.469,0.00406,0.0029,0.00174,90.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
153.029,10.71,21.42,32.13,17.1354,-13.7016,3.43381,-184.567,-184.469,-184.371,0.00406,0.0029,0.00174,90.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
153.429,10.71,21.42,32.13,17.1354,-13.7016,3.43381,-184.567,-184.469,-184.371,0.00406,0.0029,0.00174,91,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
153.829,10.71,21.42,32.13,17.1354,-13.7016,3.43381,-184.567,-184.469,-184.371,0.00406,0.0029,0.00174,91.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
154.229,10.78,21.56,32.34,17.3601,-13.2521,4.10798,-184.469,-184.371,-184.273,0.00406,0.0029,0.00174,91.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
154.629,10.78,21.56,32.34,17.3601,-13.2521,4.10798,-184.469,-184.371,-184.273,0.00406,0.0029,0.00174,91.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
155.029,10.85,21.7,32.55,17.5863,-12.7998,4.78655,-184.371,-184.273,-184.176,0.00406,0.0029,0.00174,92,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
155.429,10.85,21.7,32.55,17.5863,-12.7998,4.78655,-184.371,-184.273,-184.176,0.00406,0.0029,0.00174,92.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
155.829,10.85,21.7,32.55,17.5863,-12.7998,4.78655,-184.371,-184.273,-184.176,0.00406,0.0029,0.00174,92.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
156.229,10.92,21.84,32.76,17.814,-12.3444,5.4695,-184.273,-184.176,-184.078,0.00406,0.0029,0.00174,92.75,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
156.629,10.92,21.84,32.76,17.814,-12.3444,5.4695,-184.273,-184.176,-184.078,0.00406,0.0029,0.00174,93,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
157.029,10.99,21.98,32.97,18.0431,-11.8862,6.15685,-184.176,-184.078,-183.98,0.00406,0.0029,0.00174,93.25,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
157.429,10.99,21.98,32.97,18.0431,-11.8862,6.15685,-184.176,-184.078,-183.98,0.00406,0.0029,0.00174,93.5,5,5.25,5.5,5.75,6,6.25,6.5,6.75,7,7.25,7.5,7.75,
